Flow_ID,Node_ID,Protocol,Distance_m,RSRP_dBm,SINR_dB,Dur,RunTime,TotPkts,SrcPkts,DstPkts,TotBytes,SrcBytes,DstBytes,sMeanPktSz,dMeanPktSz,Rate,SrcRate,DstRate,Load,sTtl,dTtl,SrcWin,DstWin,TcpRtt,SynAck,AckDat,Offset,Loss,pLoss,Attack_Type,Attack_Tool,Label,Label_Binary
4848,UE_10,tcp,440.7,-53.32,40.54,29.65,29.65,27,18,9,961,601,360,33.4,40,0.91,0.61,0.3,259.29,64,64,512,16384,0.1969,0.1181,0.0788,128,0,0,SlowrateDoS,Slowloris,Malicious,1
4110,UE_9,tcp,409.2,-55.7,38.26,0.0039,0.0039,1,1,0,44,44,0,44,0,256.41,256.41,0,90256.41,51,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
187,UE_1,tcp,146.1,-44.79,48.06,2.72,2.72,74,29,45,48892,4895,43997,168.8,977.7,27.21,10.66,16.54,143800,64,64,65535,65535,0.0385,0.0193,0.0193,436,0,0,Benign,None,Benign,0
2892,UE_6,tcp,321,-51.74,39.38,2.608,2.608,76,32,44,36519,12438,24081,388.7,547.3,29.14,12.27,16.87,112021.47,64,64,65535,65535,0.0367,0.0184,0.0184,364,0,0,Benign,None,Benign,0
410,UE_1,tcp,146.1,-44.19,48.41,3.415,3.415,65,18,47,49359,3703,45656,205.7,971.4,19.03,5.27,13.76,115628.7,64,64,65535,65535,0.019,0.0095,0.0095,356,0,0,Benign,None,Benign,0
4506,UE_10,tcp,440.7,-54.51,38.94,52.47,52.47,22,13,9,844,484,360,37.2,40,0.42,0.25,0.17,128.68,64,64,512,16384,0.1311,0.0787,0.0524,128,0,0,SlowrateDoS,Slowloris,Malicious,1
50,UE_1,tcp,146.1,-43.79,47.88,3.742,3.742,61,35,26,33079,7329,25750,209.4,990.4,16.3,9.35,6.95,70719.4,64,64,65535,65535,0.0441,0.0221,0.0221,138,0,0,Benign,None,Benign,0
3059,UE_7,tcp,413,-60.61,33.23,0.0981,0.0981,437,437,0,17480,17480,0,40,0,4454.64,4454.64,0,1425484.2,128,0,1024,0,0,0,0,0,437,100,SYNFlood,Hping3,Malicious,1
1692,UE_4,udp,116.4,-40.82,51.64,0.196,0.196,3,1,2,217,92,125,92.3,62.6,15.31,5.1,10.2,8857.14,64,64,0,0,0,0,0,321,0,0,Benign,None,Benign,0
4387,UE_9,tcp,409.2,-55.74,38.7,0.0028,0.0028,2,1,1,84,44,40,44,40,714.29,357.14,357.14,240000,45,55,1024,0,0.008,0,0,0,0,0,SYNScan,Nmap,Malicious,1
1556,UE_4,udp,116.4,-41.08,52.46,0.119,0.119,3,1,2,188,79,109,78.6,54.4,25.21,8.4,16.81,12638.66,64,64,0,0,0,0,0,180,0,0,Benign,None,Benign,0
596,UE_2,tcp,235.5,-53.3,41.34,9.699,9.699,227,56,171,222338,5886,216452,105.1,1265.8,23.4,5.77,17.63,183390.45,64,64,131072,131072,0.0261,0.0131,0.0131,364,0,0,Benign,None,Benign,0
1576,UE_4,udp,116.4,-40.6,51.99,0.066,0.066,3,1,2,196,76,120,75.6,60,45.45,15.15,30.3,23757.58,64,64,0,0,0,0,0,365,0,0,Benign,None,Benign,0
279,UE_1,tcp,146.1,-45.43,48.11,3.037,3.037,48,15,33,41947,3522,38425,234.8,1164.4,15.81,4.94,10.87,110495.88,64,64,65535,65535,0.0179,0.009,0.009,484,0,0,Benign,None,Benign,0
2359,UE_5,tcp,309,-52.79,41.05,12.807,12.807,727,83,644,945552,5312,940240,64,1460,56.77,6.48,50.29,590646.99,64,64,262144,262144,0.0126,0.0063,0.0063,346,1,0.05,Benign,None,Benign,0
2966,UE_6,tcp,321,-51.72,39.09,1.982,1.982,84,38,46,41781,17636,24145,464.1,524.9,42.38,19.17,23.21,168641.78,64,64,65535,65535,0.0383,0.0192,0.0192,241,0,0,Benign,None,Benign,0
2051,UE_5,tcp,309,-53.15,40,5.915,5.915,727,96,631,927404,6144,921260,64,1460,122.91,16.23,106.68,1254308.03,64,64,262144,262144,0.0239,0.012,0.012,413,0,0,Benign,None,Benign,0
3834,UE_8,udp,403.8,-52.54,40.72,0.547,0.547,857,857,0,664604,664604,0,775.5,0,1566.73,1566.73,0,9719985.37,64,0,0,0,0,0,0,0,686,80,UDPFlood,Hping3,Malicious,1
4289,UE_9,tcp,409.2,-55.65,39,0.0047,0.0047,1,1,0,44,44,0,44,0,212.77,212.77,0,74893.62,45,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
1572,UE_4,udp,116.4,-39.87,51.7,0.143,0.143,2,1,1,133,76,57,76,57.2,13.99,6.99,6.99,7440.56,64,64,0,0,0,0,0,366,1,0.05,Benign,None,Benign,0
2848,UE_6,tcp,321,-51.89,39.67,2.562,2.562,35,15,20,14233,5373,8860,358.2,443,13.66,5.85,7.81,44443.4,64,64,65535,65535,0.0358,0.0179,0.0179,204,1,0.05,Benign,None,Benign,0
3240,UE_7,tcp,413,-60.49,34.36,0.0359,0.0359,299,299,0,11960,11960,0,40,0,8328.69,8328.69,0,2665181.06,128,0,1024,0,0,0,0,0,299,100,SYNFlood,Hping3,Malicious,1
4160,UE_9,tcp,409.2,-55.79,39.14,0.0044,0.0044,1,1,0,44,44,0,44,0,227.27,227.27,0,80000,56,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
1258,UE_3,udp,127.5,-41.7,51.65,1.781,1.781,205,104,101,35421,18190,17231,174.9,170.6,115.1,58.39,56.71,159106.12,64,64,0,0,0,0,0,266,0,0,Benign,None,Benign,0
3705,UE_8,udp,403.8,-52.15,41.29,0.415,0.415,2072,2072,0,1909555,1909555,0,921.6,0,4992.77,4992.77,0,36810698.8,64,0,0,0,0,0,0,0,1658,80,UDPFlood,Hping3,Malicious,1
3693,UE_8,udp,403.8,-52.81,41.57,0.449,0.449,2053,2053,0,1468306,1468306,0,715.2,0,4572.38,4572.38,0,26161354.12,64,0,0,0,0,0,0,0,1642,80,UDPFlood,Hping3,Malicious,1
4953,UE_10,tcp,440.7,-54.24,38.4,56.6,56.6,23,15,8,842,522,320,34.8,40,0.41,0.27,0.14,119.01,64,64,512,16384,0.1558,0.0935,0.0623,128,0,0,SlowrateDoS,Slowloris,Malicious,1
4067,UE_9,tcp,409.2,-54.97,38.97,0.0057,0.0057,1,1,0,44,44,0,44,0,175.44,175.44,0,61754.39,46,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
3395,UE_7,tcp,413,-58.81,34.64,0.0489,0.0489,338,338,0,13520,13520,0,40,0,6912.07,6912.07,0,2211860.94,128,0,1024,0,0,0,0,0,338,100,SYNFlood,Hping3,Malicious,1
856,UE_2,tcp,235.5,-52.89,42.41,2.12,2.12,487,38,449,600798,3314,597484,87.2,1330.7,229.72,17.92,211.79,2267162.26,64,64,131072,131072,0.027,0.0135,0.0135,496,0,0,Benign,None,Benign,0
4314,UE_9,tcp,409.2,-55.01,38.31,0.0021,0.0021,1,1,0,44,44,0,44,0,476.19,476.19,0,167619.05,59,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
1052,UE_3,udp,127.5,-41.39,50.68,2.653,2.653,119,59,60,19732,10006,9726,169.6,162.1,44.85,22.24,22.62,59500.94,64,64,0,0,0,0,0,357,0,0,Benign,None,Benign,0
1196,UE_3,udp,127.5,-41.57,52.27,1.5,1.5,221,109,112,35959,17647,18312,161.9,163.5,147.33,72.67,74.67,191781.33,64,64,0,0,0,0,0,482,0,0,Benign,None,Benign,0
4376,UE_9,tcp,409.2,-55.89,38.48,0.0023,0.0023,1,1,0,44,44,0,44,0,434.78,434.78,0,153043.48,47,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
2523,UE_6,tcp,321,-51.36,39.49,2.33,2.33,65,15,50,35711,5051,30660,336.7,613.2,27.9,6.44,21.46,122612.88,64,64,65535,65535,0.0239,0.012,0.012,133,0,0,Benign,None,Benign,0
24,UE_1,tcp,146.1,-44.67,47.86,3.284,3.284,47,24,23,34861,5076,29785,211.5,1295,14.31,7.31,7,84923.26,64,64,65535,65535,0.0192,0.0096,0.0096,342,1,0.05,Benign,None,Benign,0
514,UE_2,tcp,235.5,-52.6,41.34,6.307,6.307,342,76,266,337060,8603,328457,113.2,1234.8,54.23,12.05,42.18,427537.66,64,64,131072,131072,0.0287,0.0144,0.0144,468,0,0,Benign,None,Benign,0
4670,UE_10,tcp,440.7,-53.83,39.48,36.27,36.27,22,15,7,802,522,280,34.8,40,0.61,0.41,0.19,176.9,64,64,512,16384,0.1617,0.097,0.0647,128,0,0,SlowrateDoS,Slowloris,Malicious,1
4264,UE_9,tcp,409.2,-55.63,38.71,0.002,0.002,1,1,0,44,44,0,44,0,500,500,0,176000,54,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
4371,UE_9,tcp,409.2,-55.5,38.74,0.0042,0.0042,1,1,0,44,44,0,44,0,238.1,238.1,0,83809.52,56,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
1610,UE_4,udp,116.4,-40.24,52.75,0.165,0.165,4,2,2,299,179,120,89.4,60,24.24,12.12,12.12,14496.97,64,64,0,0,0,0,0,203,0,0,Benign,None,Benign,0
3870,UE_8,udp,403.8,-52.9,41.22,0.126,0.126,1005,1005,0,947414,947414,0,942.7,0,7976.19,7976.19,0,60153269.84,64,0,0,0,0,0,0,0,804,80,UDPFlood,Hping3,Malicious,1
1306,UE_3,udp,127.5,-42.22,50.91,2.867,2.867,182,92,90,31981,15925,16056,173.1,178.4,63.48,32.09,31.39,89238.93,64,64,0,0,0,0,0,263,0,0,Benign,None,Benign,0
4113,UE_9,tcp,409.2,-55.06,38.89,0.0011,0.0011,1,1,0,44,44,0,44,0,909.09,909.09,0,320000,60,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
310,UE_1,tcp,146.1,-43.82,49.13,4.231,4.231,52,24,28,37880,5081,32799,211.7,1171.4,12.29,5.67,6.62,71623.73,64,64,65535,65535,0.0371,0.0186,0.0186,437,1,0.05,Benign,None,Benign,0
3741,UE_8,udp,403.8,-52.75,40.48,0.137,0.137,1514,1514,0,1461010,1461010,0,965,0,11051.09,11051.09,0,85314452.55,64,0,0,0,0,0,0,0,1211,80,UDPFlood,Hping3,Malicious,1
4058,UE_9,tcp,409.2,-54.96,39.14,0.0033,0.0033,1,1,0,44,44,0,44,0,303.03,303.03,0,106666.67,59,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
2651,UE_6,tcp,321,-51.83,40.25,1.245,1.245,59,20,39,25913,8254,17659,412.7,452.8,47.39,16.06,31.33,166509.24,64,64,65535,65535,0.0448,0.0224,0.0224,171,0,0,Benign,None,Benign,0
684,UE_2,tcp,235.5,-52.59,41.56,5.934,5.934,467,75,392,509022,6008,503014,80.1,1283.2,78.7,12.64,66.06,686244.69,64,64,131072,131072,0.0184,0.0092,0.0092,486,0,0,Benign,None,Benign,0
4352,UE_9,tcp,409.2,-55.17,39.46,0.0015,0.0015,1,1,0,44,44,0,44,0,666.67,666.67,0,234666.67,51,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
3787,UE_8,udp,403.8,-51.51,41.42,0.289,0.289,1245,1245,0,896649,896649,0,720.2,0,4307.96,4307.96,0,24820733.56,64,0,0,0,0,0,0,0,996,80,UDPFlood,Hping3,Malicious,1
3572,UE_8,udp,403.8,-52.42,41.02,0.184,0.184,2043,2043,0,1647680,1647680,0,806.5,0,11103.26,11103.26,0,71638260.87,64,0,0,0,0,0,0,0,1634,80,UDPFlood,Hping3,Malicious,1
4744,UE_10,tcp,440.7,-54.04,38.98,50.25,50.25,15,11,4,513,353,160,32.1,40,0.3,0.22,0.08,81.67,64,64,512,16384,0.1647,0.0988,0.0659,128,0,0,SlowrateDoS,Slowloris,Malicious,1
1048,UE_3,udp,127.5,-41.95,51.34,1.186,1.186,107,52,55,18328,8653,9675,166.4,175.9,90.22,43.84,46.37,123629.01,64,64,0,0,0,0,0,242,0,0,Benign,None,Benign,0
245,UE_1,tcp,146.1,-44.1,48.35,3.662,3.662,65,13,52,66711,2309,64402,177.6,1238.5,17.75,3.55,14.2,145736.76,64,64,65535,65535,0.0433,0.0217,0.0217,462,0,0,Benign,None,Benign,0
3769,UE_8,udp,403.8,-52.27,40.12,0.507,0.507,726,726,0,544210,544210,0,749.6,0,1431.95,1431.95,0,8587140.04,64,0,0,0,0,0,0,0,581,80,UDPFlood,Hping3,Malicious,1
63,UE_1,tcp,146.1,-44.67,47.89,3.216,3.216,70,30,40,47505,4761,42744,158.7,1068.6,21.77,9.33,12.44,118171.64,64,64,65535,65535,0.0326,0.0163,0.0163,470,0,0,Benign,None,Benign,0
4635,UE_10,tcp,440.7,-54.11,38.9,34.33,34.33,27,17,10,963,563,400,33.1,40,0.79,0.5,0.29,224.41,64,64,512,16384,0.1206,0.0724,0.0482,128,0,0,SlowrateDoS,Slowloris,Malicious,1
1738,UE_4,udp,116.4,-40.42,52.25,0.153,0.153,6,4,2,475,372,103,93.1,51.5,39.22,26.14,13.07,24836.6,64,64,0,0,0,0,0,448,0,0,Benign,None,Benign,0
1832,UE_4,udp,116.4,-40.28,52.36,0.104,0.104,5,4,1,337,276,61,69.1,60.5,48.08,38.46,9.62,25923.08,64,64,0,0,0,0,0,267,0,0,Benign,None,Benign,0
1344,UE_3,udp,127.5,-42.16,50.99,4.671,4.671,251,126,125,42078,20903,21175,165.9,169.4,53.74,26.97,26.76,72066.8,64,64,0,0,0,0,0,452,0,0,Benign,None,Benign,0
3231,UE_7,tcp,413,-58.9,33.86,0.0643,0.0643,881,881,0,35240,35240,0,40,0,13701.4,13701.4,0,4384447.9,128,0,1024,0,0,0,0,0,881,100,SYNFlood,Hping3,Malicious,1
4672,UE_10,tcp,440.7,-54.12,39.55,35.31,35.31,26,17,9,884,524,360,30.8,40,0.74,0.48,0.25,200.28,64,64,512,16384,0.2256,0.1354,0.0902,128,0,0,SlowrateDoS,Slowloris,Malicious,1
4210,UE_9,tcp,409.2,-55.41,38.14,0.0027,0.0027,1,1,0,44,44,0,44,0,370.37,370.37,0,130370.37,51,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
2591,UE_6,tcp,321,-51.66,39.26,1.477,1.477,48,19,29,19740,7632,12108,401.7,417.5,32.5,12.86,19.63,106919.43,64,64,65535,65535,0.0238,0.0119,0.0119,325,0,0,Benign,None,Benign,0
2507,UE_6,tcp,321,-51.23,39.32,2.497,2.497,46,19,27,21311,7927,13384,417.2,495.7,18.42,7.61,10.81,68277.13,64,64,65535,65535,0.0325,0.0163,0.0163,475,0,0,Benign,None,Benign,0
4411,UE_9,tcp,409.2,-55.31,38.84,0.0056,0.0056,1,1,0,44,44,0,44,0,178.57,178.57,0,62857.14,48,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
1222,UE_3,udp,127.5,-42.24,52,3.319,3.319,178,91,87,30932,16307,14625,179.2,168.1,53.63,27.42,26.21,74557.4,64,64,0,0,0,0,0,460,0,0,Benign,None,Benign,0
2067,UE_5,tcp,309,-53.46,39.91,11.63,11.63,675,93,582,855672,5952,849720,64,1460,58.04,8,50.04,588596.39,64,64,262144,262144,0.0266,0.0133,0.0133,391,0,0,Benign,None,Benign,0
510,UE_2,tcp,235.5,-51.79,40.67,7.465,7.465,400,77,323,442983,6545,436438,85,1351.2,53.58,10.31,43.27,474730.61,64,64,131072,131072,0.0253,0.0127,0.0127,360,0,0,Benign,None,Benign,0
748,UE_2,tcp,235.5,-52.78,40.96,8.312,8.312,318,47,271,343221,4498,338723,95.7,1249.9,38.26,5.65,32.6,330337.82,64,64,131072,131072,0.0112,0.0056,0.0056,451,1,0.05,Benign,None,Benign,0
3245,UE_7,tcp,413,-59.54,34.42,0.0308,0.0308,510,510,0,20400,20400,0,40,0,16558.44,16558.44,0,5298701.3,128,0,1024,0,0,0,0,0,510,100,SYNFlood,Hping3,Malicious,1
3148,UE_7,tcp,413,-59.5,33.99,0.0263,0.0263,293,293,0,11720,11720,0,40,0,11140.68,11140.68,0,3565019.01,128,0,1024,0,0,0,0,0,293,100,SYNFlood,Hping3,Malicious,1
2239,UE_5,tcp,309,-54.03,39.57,5.037,5.037,531,86,445,655204,5504,649700,64,1460,105.42,17.07,88.35,1040625.77,64,64,262144,262144,0.0226,0.0113,0.0113,201,0,0,Benign,None,Benign,0
3427,UE_7,tcp,413,-59.69,34.71,0.0886,0.0886,820,820,0,32800,32800,0,40,0,9255.08,9255.08,0,2961625.28,128,0,1024,0,0,0,0,0,820,100,SYNFlood,Hping3,Malicious,1
4645,UE_10,tcp,440.7,-53.64,39.85,28.51,28.51,22,14,8,837,517,320,36.9,40,0.77,0.49,0.28,234.86,64,64,512,16384,0.12,0.072,0.048,128,0,0,SlowrateDoS,Slowloris,Malicious,1
2138,UE_5,tcp,309,-52.07,39.95,7.239,7.239,395,53,342,502712,3392,499320,64,1460,54.57,7.32,47.24,555559.61,64,64,262144,262144,0.02,0.01,0.01,442,0,0,Benign,None,Benign,0
1170,UE_3,udp,127.5,-42,50.5,2.925,2.925,273,134,139,46893,23597,23296,176.1,167.6,93.33,45.81,47.52,128254.36,64,64,0,0,0,0,0,210,0,0,Benign,None,Benign,0
4830,UE_10,tcp,440.7,-54.86,39.5,59.29,59.29,30,19,11,909,469,440,24.7,40,0.51,0.32,0.19,122.65,64,64,512,16384,0.2031,0.1219,0.0812,128,0,0,SlowrateDoS,Slowloris,Malicious,1
246,UE_1,tcp,146.1,-45.37,48.24,3.954,3.954,60,25,35,36021,4465,31556,178.6,901.6,15.17,6.32,8.85,72880.12,64,64,65535,65535,0.0379,0.019,0.019,505,0,0,Benign,None,Benign,0
2895,UE_6,tcp,321,-52.52,39.82,2.885,2.885,50,29,21,20136,10295,9841,355,468.6,17.33,10.05,7.28,55836.4,64,64,65535,65535,0.0422,0.0211,0.0211,299,0,0,Benign,None,Benign,0
2148,UE_5,tcp,309,-53.7,40.2,10.173,10.173,491,62,429,630308,3968,626340,64,1460,48.27,6.09,42.17,495671.29,64,64,262144,262144,0.0201,0.0101,0.0101,143,0,0,Benign,None,Benign,0
2152,UE_5,tcp,309,-53.22,39.92,8.512,8.512,988,99,889,1304276,6336,1297940,64,1460,116.07,11.63,104.44,1225823.31,64,64,262144,262144,0.0162,0.0081,0.0081,419,0,0,Benign,None,Benign,0
2706,UE_6,tcp,321,-51.6,40.29,1.981,1.981,58,32,26,23452,12966,10486,405.2,403.3,29.28,16.15,13.12,94707.72,64,64,65535,65535,0.0319,0.016,0.016,435,0,0,Benign,None,Benign,0
1856,UE_4,udp,116.4,-40.61,51.78,0.092,0.092,4,3,1,280,218,62,72.6,62.1,43.48,32.61,10.87,24347.83,64,64,0,0,0,0,0,496,0,0,Benign,None,Benign,0
866,UE_2,tcp,235.5,-51.64,41.18,9.067,9.067,299,55,244,312813,6056,306757,110.1,1257.2,32.98,6.07,26.91,276001.32,64,64,131072,131072,0.0178,0.0089,0.0089,330,1,0.05,Benign,None,Benign,0
4537,UE_10,tcp,440.7,-54.68,39.75,39.65,39.65,24,19,5,791,591,200,31.1,40,0.61,0.48,0.13,159.6,64,64,512,16384,0.0866,0.052,0.0346,128,0,0,SlowrateDoS,Slowloris,Malicious,1
3423,UE_7,tcp,413,-59.47,33.96,0.0427,0.0427,301,301,0,12040,12040,0,40,0,7049.18,7049.18,0,2255737.7,128,0,1024,0,0,0,0,0,301,100,SYNFlood,Hping3,Malicious,1
2415,UE_5,tcp,309,-52.65,40.03,9.533,9.533,747,99,648,952416,6336,946080,64,1460,78.36,10.38,67.97,799258.16,64,64,262144,262144,0.0243,0.0122,0.0122,233,1,0.05,Benign,None,Benign,0
1380,UE_3,udp,127.5,-41.11,50.32,2.13,2.13,228,116,112,36877,18688,18189,161.1,162.4,107.04,54.46,52.58,138505.16,64,64,0,0,0,0,0,270,1,0.05,Benign,None,Benign,0
1953,UE_4,udp,116.4,-39.86,52.34,0.072,0.072,4,3,1,291,237,54,79,53.7,55.56,41.67,13.89,32333.33,64,64,0,0,0,0,0,163,0,0,Benign,None,Benign,0
4965,UE_10,tcp,440.7,-53.13,39.79,26.87,26.87,18,11,7,716,436,280,39.6,40,0.67,0.41,0.26,213.17,64,64,512,16384,0.0805,0.0483,0.0322,128,0,0,SlowrateDoS,Slowloris,Malicious,1
4600,UE_10,tcp,440.7,-54.62,39.05,41.76,41.76,19,12,7,593,313,280,26.1,40,0.45,0.29,0.17,113.6,64,64,512,16384,0.217,0.1302,0.0868,128,0,0,SlowrateDoS,Slowloris,Malicious,1
1305,UE_3,udp,127.5,-41.99,50.59,4.056,4.056,285,144,141,47874,25243,22631,175.3,160.5,70.27,35.5,34.76,94426.04,64,64,0,0,0,0,0,340,0,0,Benign,None,Benign,0
231,UE_1,tcp,146.1,-44.18,47.59,1.976,1.976,50,13,37,33840,2926,30914,225.1,835.5,25.3,6.58,18.72,137004.05,64,64,65535,65535,0.0174,0.0087,0.0087,275,0,0,Benign,None,Benign,0
1502,UE_4,udp,116.4,-40.04,51.79,0.104,0.104,6,4,2,472,356,116,88.9,58.1,57.69,38.46,19.23,36307.69,64,64,0,0,0,0,0,225,0,0,Benign,None,Benign,0
1392,UE_3,udp,127.5,-42.98,50.35,2.142,2.142,185,92,93,31843,16358,15485,177.8,166.5,86.37,42.95,43.42,118928.1,64,64,0,0,0,0,0,273,1,0.05,Benign,None,Benign,0
252,UE_1,tcp,146.1,-44.95,48.28,2.128,2.128,45,11,34,42711,1772,40939,161.1,1204.1,21.15,5.17,15.98,160567.67,64,64,65535,65535,0.0434,0.0217,0.0217,157,0,0,Benign,None,Benign,0
3953,UE_8,udp,403.8,-52.36,41.1,0.558,0.558,973,973,0,630601,630601,0,648.1,0,1743.73,1743.73,0,9040874.55,64,0,0,0,0,0,0,0,778,80,UDPFlood,Hping3,Malicious,1
4701,UE_10,tcp,440.7,-54.32,39.23,58.88,58.88,29,17,12,1150,670,480,39.4,40,0.49,0.29,0.2,156.25,64,64,512,16384,0.125,0.075,0.05,128,0,0,SlowrateDoS,Slowloris,Malicious,1
2641,UE_6,tcp,321,-50.95,40.4,2.726,2.726,64,35,29,25927,13962,11965,398.9,412.6,23.48,12.84,10.64,76088.04,64,64,65535,65535,0.0248,0.0124,0.0124,135,0,0,Benign,None,Benign,0
4950,UE_10,tcp,440.7,-54.82,39.12,61.59,61.59,12,8,4,471,311,160,38.9,40,0.19,0.13,0.06,61.18,64,64,512,16384,0.0961,0.0577,0.0384,128,0,0,SlowrateDoS,Slowloris,Malicious,1
2316,UE_5,tcp,309,-53.61,40.86,6.417,6.417,809,49,760,1112736,3136,1109600,64,1460,126.07,7.64,118.44,1387235.16,64,64,262144,262144,0.0129,0.0065,0.0065,417,0,0,Benign,None,Benign,0
2133,UE_5,tcp,309,-52.77,40.87,5.343,5.343,484,51,433,635444,3264,632180,64,1460,90.59,9.55,81.04,951441.51,64,64,262144,262144,0.0226,0.0113,0.0113,502,0,0,Benign,None,Benign,0
3209,UE_7,tcp,413,-59.05,33.14,0.0222,0.0222,762,762,0,30480,30480,0,40,0,34324.32,34324.32,0,10983783.78,128,0,1024,0,0,0,0,0,762,100,SYNFlood,Hping3,Malicious,1
195,UE_1,tcp,146.1,-44.82,48.35,1.537,1.537,76,21,55,54039,4918,49121,234.2,893.1,49.45,13.66,35.78,281270.01,64,64,65535,65535,0.0391,0.0196,0.0196,243,1,0.05,Benign,None,Benign,0
3330,UE_7,tcp,413,-60.48,34.19,0.0779,0.0779,242,242,0,9680,9680,0,40,0,3106.55,3106.55,0,994094.99,128,0,1024,0,0,0,0,0,242,100,SYNFlood,Hping3,Malicious,1
3104,UE_7,tcp,413,-60.01,34.3,0.0723,0.0723,588,588,0,23520,23520,0,40,0,8132.78,8132.78,0,2602489.63,128,0,1024,0,0,0,0,0,588,100,SYNFlood,Hping3,Malicious,1
1278,UE_3,udp,127.5,-42.21,50.86,1.505,1.505,265,130,135,46577,22763,23814,175.1,176.4,176.08,86.38,89.7,247585.38,64,64,0,0,0,0,0,336,0,0,Benign,None,Benign,0
998,UE_2,tcp,235.5,-53.16,42.5,6.465,6.465,404,68,336,409339,6072,403267,89.3,1200.2,62.49,10.52,51.97,506529.31,64,64,131072,131072,0.0251,0.0126,0.0126,182,0,0,Benign,None,Benign,0
3221,UE_7,tcp,413,-59.71,34.92,0.0754,0.0754,541,541,0,21640,21640,0,40,0,7175.07,7175.07,0,2296021.22,128,0,1024,0,0,0,0,0,541,100,SYNFlood,Hping3,Malicious,1
1648,UE_4,udp,116.4,-40,52.16,0.214,0.214,6,4,2,479,375,104,93.7,51.8,28.04,18.69,9.35,17906.54,64,64,0,0,0,0,0,229,0,0,Benign,None,Benign,0
2629,UE_6,tcp,321,-51.08,39.96,1.919,1.919,55,19,36,22210,6770,15440,356.3,428.9,28.66,9.9,18.76,92589.89,64,64,65535,65535,0.0317,0.0159,0.0159,210,0,0,Benign,None,Benign,0
4126,UE_9,tcp,409.2,-54.77,38.57,0.006,0.006,1,1,0,44,44,0,44,0,166.67,166.67,0,58666.67,51,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
3278,UE_7,tcp,413,-59.56,34.05,0.0529,0.0529,209,209,0,8360,8360,0,40,0,3950.85,3950.85,0,1264272.21,128,0,1024,0,0,0,0,0,209,100,SYNFlood,Hping3,Malicious,1
4766,UE_10,tcp,440.7,-53.95,38.17,41.38,41.38,24,14,10,936,536,400,38.3,40,0.58,0.34,0.24,180.96,64,64,512,16384,0.1306,0.0784,0.0522,128,0,0,SlowrateDoS,Slowloris,Malicious,1
2100,UE_5,tcp,309,-53.41,40.21,6.548,6.548,815,75,740,1085200,4800,1080400,64,1460,124.47,11.45,113.01,1325839.95,64,64,262144,262144,0.0129,0.0065,0.0065,475,0,0,Benign,None,Benign,0
907,UE_2,tcp,235.5,-52.8,41.87,7.678,7.678,301,78,223,306358,8564,297794,109.8,1335.4,39.2,10.16,29.04,319206.04,64,64,131072,131072,0.0154,0.0077,0.0077,288,0,0,Benign,None,Benign,0
4236,UE_9,tcp,409.2,-54.33,38.86,0.0019,0.0019,1,1,0,44,44,0,44,0,526.32,526.32,0,185263.16,53,0,1024,0,0,0,0,0,1,100,SYNScan,Nmap,Malicious,1
1359,UE_3,udp,127.5,-41.97,51.84,2.529,2.529,189,96,93,32389,16579,15810,172.7,170,74.73,37.96,36.77,102456.31,64,64,0,0,0,0,0,486,0,0,Benign,None,Benign,0
2945,UE_6,tcp,321,-51.84,40.16,1.362,1.362,42,15,27,24785,6600,18185,440,673.5,30.84,11.01,19.82,145580.03,64,64,65535,65535,0.0223,0.0112,0.0112,497,0,0,Benign,None,Benign,0
449,UE_1,tcp,146.1,-44.22,48.98,4.152,4.152,51,24,27,28527,4246,24281,176.9,899.3,12.28,5.78,6.5,54965.32,64,64,65535,65535,0.0224,0.0112,0.0112,293,1,0.05,Benign,None,Benign,0
278,UE_1,tcp,146.1,-44.44,48.56,3.166,3.166,57,14,43,48305,3181,45124,227.2,1049.4,18,4.42,13.58,122059.38,64,64,65535,65535,0.0154,0.0077,0.0077,223,0,0,Benign,None,Benign,0
2777,UE_6,tcp,321,-51.72,40.08,2.367,2.367,92,45,47,45232,18837,26395,418.6,561.6,38.87,19.01,19.86,152875.37,64,64,65535,65535,0.045,0.0225,0.0225,188,0,0,Benign,None,Benign,0
544,UE_2,tcp,235.5,-53.56,40.86,8.13,8.13,439,45,394,522635,4131,518504,91.8,1316,54,5.54,48.46,514277.98,64,64,131072,131072,0.0245,0.0123,0.0123,254,1,0.05,Benign,None,Benign,0
